"address","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","reviewsCount","type","webUrl","website"
"Calle Don Celso nº 7, 33550, Cangas de Onís España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"casamanuelacangas@gmail.com","1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"1425","660",,,,,"3535376","https://media-cdn.tripadvisor.com/media/photo-o/12/a0/f8/b4/entrada.jpg","false","false","43.351276","-5.129551","Restaurante Casa Manuela","351","+34 984 50 81 35","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d3535376-Reviews-Restaurante_Casa_Manuela-Cangas_de_Onis_Asturias.html","http://www.infocangasdeonis.com/restaurante-casa-manuela"
"Plaza Teodoro Lopez - Cuesta 2 33006, 33006, Oviedo España","Española",,,,,,,,,,,,,,,,,,"1380","630",,,,,"1380","630",,,,,,,,,,,"1380","630",,,,,"1380","630",,,,,"1560","630",,,,,"1560","630",,,,,"2705535","https://media-cdn.tripadvisor.com/media/photo-o/11/a7/c5/df/interior.jpg","false","false","43.355484","-5.863006","Clic Bar","129","+34 984 18 15 61","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d2705535-Reviews-Clic_Bar-Oviedo_Asturias.html","http://www.clicbar.es"
"Calle Ferreria 3, 33402, Avilés España","Española","Opciones vegetarianas","Opciones veganas",,,,,,,,,,,"Opciones vegetarianas","Opciones veganas",,,"angelesazabal@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6893727","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/42/36/ab/20181104-154353-largejpg.jpg","false","false","43.555874","-5.921522","Punto de Encuentro la madreña","82","+34 669 19 10 41","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d6893727-Reviews-Punto_de_Encuentro_la_madrena-Aviles_Asturias.html","https://es-la.facebook.com/geli64net/"
"Oballo, 21, 33811 Oballo España","Restaurante de carne","Mediterránea","Española","Asador",,,,,,,,,,,,,,"fordaliz@fordaliz.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8458520","https://media-cdn.tripadvisor.com/media/photo-o/08/7a/9b/31/fordaliz.jpg","false","false","43.05851","-6.645279","Fordaliz","123","+34 670 49 00 68","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2446111-d8458520-Reviews-Fordaliz-Oballo_Cangas_del_Narcea_Municipality_Asturias.html","http://www.fordaliz.com"
"Cl Colegio de la Encarnación, 1 Hotel Don Paco Llanes, 33500, Llanes España","Internacional","Española","Europea",,,,,,,,,,,,,,,"info.donpaco@hotelesmontemar.com","660","480","960","780","1380","1200","660","480","960","780","1380","1200","660","480","960","780","1380","1200","660","480","960","780","1380","1200","660","480","960","780","1380","1200","660","480","960","780","1380","1200","660","480","960","780","1380","1200","3671948","https://media-cdn.tripadvisor.com/media/photo-m/1280/25/8e/cb/98/comedor.jpg","false","false","43.42161","-4.75688","El Cenador del Convento","78","+34 985 40 01 50","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d3671948-Reviews-El_Cenador_del_Convento-Llanes_Asturias.html","http://hoteldonpacollanes.com/el-cenador-del-convento/reservas-restaurante/"
"Playa de Barro, Barro, Llanes España","Mediterránea","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7127621","https://media-cdn.tripadvisor.com/media/photo-o/0c/b1/14/1c/img-20160825-wa0021-largejpg.jpg","false","false","43.436844","-4.827439","Chiringuito el Xiglu","106","+34 695 18 25 03","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1137745-d7127621-Reviews-Chiringuito_el_Xiglu-Barro_Llanes_Asturias.html","https://m.facebook.com/Chiringuito-El-Xiglu-725698547468857/"
"Avenida CONDE SANTA BARBARA, 59 BAJO, 33420 Lugones España","Española",,,,,,,,,,,,,,,,,"lugones@lamaquinadelugones.es","1080","810",,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"2486920","https://media-cdn.tripadvisor.com/media/photo-o/0d/ee/c6/f5/comedor-del-fondo.jpg","false","false","43.41126","-5.814508","Restaurante La Máquina","368","+34 985 26 36 36","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2437300-d2486920-Reviews-Restaurante_La_Maquina-Lugones_Siero_Municipality_Asturias.html","http://www.lamaquinadelugones.es"
"Caño - Cangas de Onís, 33557, Cangas de Onís España","Española",,,,,,,,,,,,,,,,,"nogalesdemaite05@yahoo.es","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"6879239","https://media-cdn.tripadvisor.com/media/photo-o/08/07/0c/9f/requeson-con-miel.jpg","false","false","43.330826","-5.13659","Sidrería Los Nogales de Caño","63","+34 687 54 83 57","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d6879239-Reviews-Sidreria_Los_Nogales_de_Cano-Cangas_de_Onis_Asturias.html","http://restaurantecangasdeonis.es/"
"Calle Leoncio Suárez 60 Bajo, 33209, Gijón España","Restaurante de carne","Barbacoa","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"1500","660",,,,,,,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"4509916","https://media-cdn.tripadvisor.com/media/photo-o/0e/cc/9c/af/parrillada.jpg","false","false","43.526054","-5.665546","Sidrería Sobiñagu","344","+34 984 29 80 63","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d4509916-Reviews-Sidreria_Sobinagu-Gijon_Asturias.html","http://xn--sidreriasobiagu-9qb.com/servicio-domicilio/"
"Calle Carlos Marx, Gijón España","Española",,,,,,,,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1020","660",,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"7062336","https://media-cdn.tripadvisor.com/media/photo-o/07/b9/54/be/parrilla-casa-toni.jpg","false","false","43.535557","-5.671708","Parrilla Casa Toni","100","+34 985 34 32 83","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d7062336-Reviews-Parrilla_Casa_Toni-Gijon_Asturias.html","https://www.facebook.com/pages/Sidreria-Casa-Toni/236420669726574"
"Calle Aguado 25, 33202, Gijón España","Mexicana","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,"contacto@fondaytequilagijon.es","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1500","780",,,,,"1440","780",,,,,"13294365","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/1c/bf/7e/photo0jpg.jpg","false","false","43.53899","-5.649169","Fonda & Tequila","130","+34 985 13 41 35","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d13294365-Reviews-Fonda_Tequila-Gijon_Asturias.html","http://fondaytequilagijon.es"
"Calle Villar, 60 Carretera del Faro, 33700 Luarca España","Restaurante de carne","Barbacoa","Europea","Española","Opciones veganas",,,,,,,,,"Opciones veganas",,,,"marisol@jardinesmarisol.com","960","600","1439","1140",,,"960","600","1439","1140",,,"960","600","1439","1140",,,"960","600","1439","1140",,,"960","600","1439","1140",,,"960","600","1439","1140",,,"960","600","1439","1140",,,"2067222","https://media-cdn.tripadvisor.com/media/photo-w/05/ac/60/2e/jardines-del-marisol.jpg","false","false","43.543087","-6.528173","Restaurante - Parrilla Jardines del Marisol","160","+34 985 64 00 45","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g319791-d2067222-Reviews-Jardines_del_Marisol-Luarca_Valdes_Municipality_Asturias.html","https://www.jardinesmarisol.com/"
"Calle San Juan, 5, 33440 Luanco España","Mediterránea","Española","Contemporánea","Europea","Portuguesa","Vinoteca","Opciones vegetarianas","Opciones veganas",,,,,,"Opciones vegetarianas","Opciones veganas",,,"tatianaapalos@gmail.com","960","630","1440","1080",,,"1440","540",,,,,"960","540","1440","1080",,,"960","540","1440","1080",,,"960","540","1440","1080",,,"960","540","1440","1080",,,"960","630","1440","1080",,,"12655371","https://media-cdn.tripadvisor.com/media/photo-o/11/4b/42/7c/lomo-de-bacalao-a-la.jpg","false","false","43.614704","-5.792278","La Taberna de María","48","+34 638 30 92 94","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g673670-d12655371-Reviews-Taberna_de_Maria-Luanco_Gozon_Municipality_Asturias.html","http://www.facebook.com/tabernademaria"
"Cofradía de pescadores de, 33590 Bustio España","Mediterránea","Española","Saludable",,,,,,,,,,,,,,,"restaurantebateau@gmail.com","1020","810","1380","1230",,,"1020","810","1380","1230",,,"1020","810","1380","1230",,,"1020","810","1380","1230",,,"1020","810","1380","1230",,,"1020","810","1410","1230",,,"1020","810","1410","1230",,,"23615921","https://media-cdn.tripadvisor.com/media/photo-o/23/d8/30/93/logo.jpg","false","false","43.384068","-4.51452","Restaurante Bateau","22","+34 682 66 08 37","€€€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2485784-d23615921-Reviews-Restaurante_Bateau-Bustio_Ribadedeva_Municipality_Asturias.html","https://restaurante-bateau.negocio.site/"
"El Puerto S/N, 33740, Tapia de Casariego España","Española",,,,,,,,,,,,,,,,,"casadelmar_tapia@hotmail.com","1020","690","1440","1200",,,"1020","660","1440","1200",,,"1020","660","1440","1200",,,"1020","660","1440","1200",,,"1020","660","1440","1200",,,"1020","660","1440","1200",,,"1020","690","1440","1200",,,"2312847","https://media-cdn.tripadvisor.com/media/photo-o/0b/ed/50/b6/foto-de-una-mesa-de-nuestra.jpg","true","true","43.571526","-6.944419","Casa del Mar","136","+34 984 19 09 39","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g942997-d2312847-Reviews-Casa_del_Mar-Tapia_de_Casariego_Asturias.html","http://www.facebook.com/Casadelmarpuertotapia"
"Aviles , La Cantina, Avilés España","Mediterránea","Española",,,,,,,,,,,,,,,,"cantinavillalegre@gmail.com","960","660","1500","1170",,,"960","660","1500","1170",,,"960","660","1500","1170",,,"960","660","1500","1170",,,"960","660","1500","1170",,,"960","660","1500","1170",,,"960","660","1500","1170",,,"5039188","https://media-cdn.tripadvisor.com/media/photo-o/04/ac/7c/4c/getlstd-property-photo.jpg","false","false","43.539204","-5.901896","La Cantina Villalegre Sidreria","115","34+985578786","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d5039188-Reviews-La_Cantina_Villalegre_Sidreria-Aviles_Asturias.html","http://www.facebook.com/lacantinadevillalegre/"
"Calle Pio XII 13, 33013, Oviedo España","Mediterránea","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"lacocinademanuel@hotmail.com","1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"2086516","https://media-cdn.tripadvisor.com/media/photo-o/11/48/c7/28/photo1jpg.jpg","false","false","43.362846","-5.863512","La Cocina de Manuel","114","+34 638 47 03 25","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d2086516-Reviews-La_Cocina_de_Manuel-Oviedo_Asturias.html","http://www.lacocinademanuel.com/"
"Manuel Pedregal 15, 33001, Oviedo España","Mediterránea","Europea","Española","Opciones vegetarianas",,,,,,,,,,"Opciones vegetarianas",,,,"mesonlacomtienda@gmail.com","1470","750",,,,,"1470","720",,,,,"1470","720",,,,,"1470","720",,,,,"1500","720",,,,,"1560","720",,,,,"1560","720",,,,,"6848828","https://media-cdn.tripadvisor.com/media/photo-o/08/55/43/c1/nuestra-barra.jpg","false","false","43.36647","-5.852708","Mesón la Comtienda Oviedo","296","+34 984 49 30 18","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d6848828-Reviews-Meson_la_Comtienda_Oviedo-Oviedo_Asturias.html","http://www.facebook.com/mesonlacomtiendaoviedo"
"Calle Santa Lucia 13, 33206, Gijón España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@restauranteume.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12115264","https://media-cdn.tripadvisor.com/media/photo-o/16/3f/ee/1b/img-20190127-145401-largejpg.jpg","false","false","43.542736","-5.663714","Restaurante Ume","224","+34 984 18 61 55","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d12115264-Reviews-Restaurante_Ume-Gijon_Asturias.html","http://restauranteume.com/localizacion-y-contacto/"
"Calle San Bernardo 16, 33402, Avilés España","Mediterránea","Tienda gourmet","Café","Española","Opciones vegetarianas",,,,,,,,,"Opciones vegetarianas",,,,"comunicacion@yumegastro.com","1260","540",,,,,"1260","480",,,,,,,,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"13440166","https://media-cdn.tripadvisor.com/media/photo-o/12/9d/98/8b/el-jardin-de-yume.jpg","false","false","43.556946","-5.922801","La Terraza del Niemeyer by Yume","105","+34 985 56 85 15","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d13440166-Reviews-La_Terraza_del_Niemeyer_by_Yume-Aviles_Asturias.html","http://www.yumegastro.com/la-terraza-del-niemeyer/"
"Barrio El Castillo, 33554, Cabrales Municipality España","Española","Bar",,,,,,,,,,,,,,,,,"1200","600",,,,,,,,,,,,,,,,,,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"10816272","https://media-cdn.tripadvisor.com/media/photo-o/12/a6/02/ff/foto-de-la-entrada-con.jpg","false","false","43.236923","-4.827243","Mirador De Lallende","60","+34 627 36 23 89","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g3750600-d10816272-Reviews-Mirador_De_Lallende-Cabrales_Municipality_Asturias.html","http://www.facebook.com/miradorlallende/"
"Calle del Doctor Garcia Miranda 30, 33111 San Martín, Teverga España","Bar","Asador","Española","Mediterránea",,,,,,,,,,,,,,"ramon_monzon2006@hotmail.com","1440","570",,,,,"1380","540",,,,,"1380","540",,,,,,,,,,,"1380","540",,,,,"1380","540",,,,,"1440","570",,,,,"8590713","https://media-cdn.tripadvisor.com/media/photo-o/08/cd/38/d5/san-martin-de-teverga.jpg","false","false","43.16082","-6.098534","Restaurante Bar Nuevo","75","+34 642 63 47 26","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g7681239-d8590713-Reviews-Restaurante_Bar_Nuevo-San_Martin_Teverga_Municipality_Asturias.html","http://restaurante-hotel-bar-nuevo.com.es/"
"Ctra. Oviedo - Santander, Km. 8 En el Hotel Zalle Don Fernando, 33199 Meres España","Española","Saludable","Mediterránea",,,,,,,,,,,,,,,"info@zalledonfernando.com","1425","420",,,,,"1425","420",,,,,"1425","420",,,,,"1425","420",,,,,"1425","420",,,,,"1425","420",,,,,"1425","420",,,,,"3693916","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/0f/ff/43/restaurante-la-cepa-somos.jpg","false","false","43.38261","-5.744889","La Cepa de Asturias","53","+34 985 98 69 18","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g15023015-d3693916-Reviews-La_Cepa_de_Asturias-Meres_Siero_Municipality_Asturias.html","http://www.facebook.com/LaCepaAsturias"
"Calle de Manuel Llaneza 31, 33600 Mieres España","Opciones sin gluten",,,,,,,,,,,,,"Opciones sin gluten",,,,,"870","540",,,,,"840","540","1230","990",,,"840","540","1230","990",,,"840","540","1230","990",,,"840","540","1230","990",,,"840","540","1230","990",,,"870","540",,,,,"5606407","https://media-cdn.tripadvisor.com/media/photo-o/0c/63/9c/af/la-lata-de-galletas.jpg","false","false","43.25023","-5.77583","La Lata de Galletas","85","+34 984 03 89 58","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g775263-d5606407-Reviews-La_Lata_de_Galletas-Mieres_Mieres_Municipality_Asturias.html","http://www.facebook.com/pages/La-Lata-de-Galletas/402375416458268"
"Calle Coliseo, 5, 33290, Gijón España","Marisco","Española","Mediterránea",,,,,,,,,,,,,,,"sidreriacarril@hotmail.com","1020","720",,,,,,,,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"5795286","https://media-cdn.tripadvisor.com/media/photo-o/06/a6/a4/69/casa-carril.jpg","false","false","43.54335","-5.700066","Sidrería Carril","40","+34 985 32 10 96","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d5795286-Reviews-Sidreria_Carril-Gijon_Asturias.html",
"Oviñana Frente a la Iglesia, 33156 Oviñana, Belmonte de Miranda España","Española","Mediterránea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10132423","https://media-cdn.tripadvisor.com/media/photo-o/0b/db/dd/06/el-cafe-bar.jpg","false","false","43.576794","-6.238805","El Café Bar","82","+34 985 59 61 85","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2439616-d10132423-Reviews-El_Cafe_Bar-Ovinana_Belmonte_de_Miranda_Asturias.html","http://www.barelcafe.com"
"Calle Jacobo Olañeta 11, 33202, Gijón España","Americana",,,,,,,,,,,,,,,,,"info@maizalfood.com","1440","600",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","600",,,,,"17660342","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/53/6d/28/hamburguesa-zurich.jpg","false","false","43.54138","-5.659949","Maizal Food Lovers","87","+34 985 08 02 02","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d17660342-Reviews-Maizal_Food_Lovers-Gijon_Asturias.html","http://maizalfood.com/"
"Av. de Gijón, 16 Bajo, 33420 Lugones España","Española",,,,,,,,,,,,,,,,,,"1380","660",,,,,,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1440","540",,,,,"4889717","https://media-cdn.tripadvisor.com/media/photo-o/07/93/30/98/meson-suiza.jpg","false","false","43.405067","-5.807253","Mesón Suiza","45","+34 985 26 00 40","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2437300-d4889717-Reviews-Meson_Suiza-Lugones_Siero_Municipality_Asturias.html","http://sliderstation.com/"
"C. Nueva, 344-358, 33592 Nueva de Llanes, Llanes España","Restaurante de carne","Española",,,,,,,,,,,,,,,,"elnidoderobin@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9826563","https://media-cdn.tripadvisor.com/media/photo-o/0b/18/6c/0a/super-rica.jpg","false","false","43.441692","-4.940292","Restaurante El Nido De Robin","242","+34 985 41 02 63","€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1592059-d9826563-Reviews-Restaurante_El_Nido_De_Robin-Nueva_de_Llanes_Llanes_Asturias.html","http://www.facebook.com/pages/category/Local-Business/Restaurante-el-Nido-de-Robin-316545861835867/"
"Calle de La Libertad 11 Bajo, 33989 Pola de Laviana España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,"pintulaviana@gmail.com","960","720","1470","1200",,,"960","720","1470","1200",,,"960","720","1470","1200",,,,,,,,,"960","720","1470","1200",,,"960","720","1470","1200",,,"960","720","1470","1200",,,"13815086","https://media-cdn.tripadvisor.com/media/photo-o/13/4b/97/64/img-20180612-155516-largejpg.jpg","false","false","43.249535","-5.563048","El Pintu","66","+34 984 04 55 05","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064316-d13815086-Reviews-El_Pintu-Pola_de_Laviana_Laviana_Municipality_Asturias.html","https://www.facebook.com/El-pintu-1495369490762994/"
"Lugar BOBES, 2, 33429 Granda España","Restaurante de carne","Barbacoa","Española","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,"llagarelquesu@gmail.com","1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"2706078","https://media-cdn.tripadvisor.com/media/photo-o/03/69/af/99/chorizo-criollo-de-entrante.jpg","false","false","43.39589","-5.768855","Parrilla El Quesu","449","+34 985 98 53 04","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1070581-d2706078-Reviews-Llagar_El_Quesu-Granda_Siero_Municipality_Asturias.html","http://llagarelquesu.com"
"Calle Cimadevilla, 2 BAJO, 33314 Villaviciosa España","Marisco","Mediterránea","Española","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,"casakilo@yahoo.es","930","780","1380","1260",,,"930","780",,,,,,,,,,,"930","780","1380","1260",,,"930","780","1380","1260",,,"930","780","1380","1260",,,"930","780","1380","1260",,,"1001582","https://media-cdn.tripadvisor.com/media/photo-s/03/2a/a0/2d/monstruo-de-bogavante.jpg","false","false","43.531693","-5.543175","Casa Kilo","179","+34 985 89 42 13","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608997-d1001582-Reviews-Casa_Kilo-Villaviciosa_Asturias.html","http://www.casakilo.com"
"Milicias Nacionales 4, 33003, Oviedo España",,,,,,,,,,,,,,,,,,"redes.penalba@gmail.com",,,,,,,"840","600","1170","990",,,"840","600","1170","990",,,"840","600","1170","990",,,"840","600","1170","990",,,"840","600","1170","990",,,"840","600",,,,,"8799615","https://media-cdn.tripadvisor.com/media/photo-o/0a/45/b3/18/bombones-penalba.jpg","false","false","43.363102","-5.849418","Bombones Peñalba","89","+34 985 21 25 48","€€€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d8799615-Reviews-Bombones_Penalba-Oviedo_Asturias.html","http://xn--pealbabombones-rnb.es/"
"Calle Casto Plasencia 7, 33130, Muros de Nalón España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13283461","https://media-cdn.tripadvisor.com/media/photo-o/11/c4/fe/77/taperia-el-monterrey.jpg","false","false","43.55261","-6.086941","Tapería El Monterrey","53","+34 984 19 85 62","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1188740-d13283461-Reviews-Taperia_El_Monterrey-Muros_del_Nalon_Asturias.html","https://www.facebook.com/taperiaelmonterrey/"
"Pruvia de Abajo 189 Numero de Local, Interseccion, Plaza, Pruvia España","Restaurante de carne","Barbacoa","Española","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,"espichasyeventos@gmail.com","1380","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1380","600",,,,,"1380","600",,,,,"3236393","https://media-cdn.tripadvisor.com/media/photo-o/04/57/4d/ab/llagar-el-guelu.jpg","false","false","43.42963","-5.787258","Llagar El Güelu","274","+34 985 26 48 08","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1592049-d3236393-Reviews-Llagar_El_Guelu-Pruvia_Siero_Municipality_Asturias.html",
"Calle Pelayo 6, 33205, Gijón España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10746750","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/26/60/fa/caption.jpg","false","false","43.53874","-5.6629","Café Central","40","+34 985 35 87 17","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d10746750-Reviews-Cafe_Central-Gijon_Asturias.html","https://www.facebook.com/Cafe-Central-Gijon-781691268543147"
"Calle Dr. García Miranda Bajo, 33111 San Martín, Teverga España","Española","Mediterránea","Comedor",,,,,,,,,,,,,,,"yolisanandres@hotmail.com","120","0","1439","360",,,"1439","360",,,,,"120","0","1439","360",,,"120","0","1439","360",,,"120","0","1439","360",,,"120","0","1439","360",,,"120","0","1439","360",,,"7268178","https://media-cdn.tripadvisor.com/media/photo-s/07/ab/2b/c9/boletus-sobre-patatas.jpg","false","false","43.162395","-6.095787","Restaurante Aladino","112","+34 985 76 42 19","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g7681239-d7268178-Reviews-Aladino-San_Martin_Teverga_Municipality_Asturias.html","http://aladinorestaurante.es"
"Tinana, Pola de Siero España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5773756","https://media-cdn.tripadvisor.com/media/photo-s/05/20/58/98/tarta-de-frixuelos-postre.jpg","false","false","43.38955","-5.66085","Casa Carlos","42","+34 985 79 23 88","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064416-d5773756-Reviews-Casa_Carlos-Pola_de_Siero_Siero_Municipality_Asturias.html",
